item_id,rating,rated_at,mode,round
0a2937e226a8,1,2026-08-26T16:48:57,blind,1
a89d3a9a72f2,1,2026-08-26T16:49:01,blind,1
222c2fb190fd,4,2026-08-26T16:49:07,blind,1
035e0c2cffbb,4,2026-08-26T16:49:16,blind,1
83d0a0cd3665,1,2026-08-26T16:49:20,blind,1
01bf28548e15,1,2026-08-26T16:49:27,blind,1
9c4e240691e6,3,2026-08-26T16:49:35,blind,1
5f30a9c7044d,4,2026-08-26T16:49:44,blind,1
4dd04d110348,5,2026-08-26T16:49:56,blind,1
2e98308cba75,3,2026-08-26T16:50:04,blind,1
72fc72fcb3c7,3,2026-08-26T16:50:11,blind,1
3d090dda78ec,2,2026-08-26T16:50:21,blind,1
feca50b053bb,3,2026-08-26T16:50:44,blind,1
99c63b21998c,3,2026-08-26T16:50:52,blind,1
820452acef00,2,2026-08-26T16:50:57,blind,1
d20aaed7b3a5,4,2026-08-26T16:51:05,blind,1
48efbc64eb54,3,2026-08-26T16:51:09,blind,1
ad49864f7ba4,3,2026-08-26T16:51:16,blind,1
d4e9ab9e2ab8,2,2026-08-26T16:51:21,blind,1
e4bbd2e53d63,2,2026-08-26T16:51:28,blind,1
a7e4f881f499,4,2026-08-26T16:51:34,blind,1
fcba61b30446,4,2026-08-26T16:51:37,blind,1
7b99f81bfd84,2,2026-08-26T16:51:44,blind,1
78f14426fc2a,2,2026-08-26T20:38:54,blind,2
9c463925f869,1,2026-08-26T20:39:04,blind,2
103d3bcec322,3,2026-08-26T20:39:53,blind,2
97f0aae36fd2,2,2026-08-26T20:40:00,blind,2
909ae7882a00,2,2026-08-26T20:40:06,blind,2
5bb61eb2e239,2,2026-08-26T20:40:31,blind,2
5c38d6fbef84,3,2026-08-26T20:40:39,blind,2
ab2975d435f7,4,2026-08-26T20:40:47,blind,2
32045c429777,3,2026-08-26T20:40:57,blind,2
de27480696e7,2,2026-08-26T20:41:06,blind,2
0debecd7289d,4,2026-08-26T20:41:13,blind,2
8e12e5e2db69,4,2026-08-26T20:41:40,blind,2
b9895c7b8d93,2,2026-08-26T20:41:50,blind,2
b9cbbf792a86,5,2026-08-26T20:42:00,blind,2
e2b38c9d1dd7,2,2026-08-26T20:42:11,blind,2
a9ac32c382da,4,2026-08-26T20:42:19,blind,2
0ba028a39822,3,2026-08-26T20:42:30,blind,2
745199f5327a,5,2026-08-26T20:42:40,blind,2
06b203f46279,3,2026-08-26T20:42:48,blind,2
2123b3a7caa5,2,2026-08-26T20:42:52,blind,2
ce8804f61824,2,2026-08-26T20:43:02,blind,2
721b920e157c,3,2026-08-26T20:43:11,blind,2
7c7eb123ac8a,4,2026-08-26T20:43:18,blind,2
dda4f9a2c4d9,1,2026-08-26T20:43:30,blind,2
52903cabee72,5,2026-08-26T20:43:38,blind,2
f07992b31a86,3,2026-08-26T20:43:41,blind,2
eb678a5aadc6,3,2026-08-26T20:43:58,blind,2
4e9f3eeeaca2,5,2026-08-26T20:44:11,blind,2
70803cf83c0a,2,2026-08-26T20:44:24,blind,2
b113f48ce7ac,2,2026-08-26T20:44:37,blind,2
c7161202de4e,1,2026-08-26T20:44:41,blind,2
4ee5b844a816,3,2026-08-26T20:44:46,blind,2
1ac764ac4e49,4,2026-08-26T20:44:53,blind,2
35bf794aba4e,4,2026-08-26T20:45:02,blind,2
c417943d08a8,5,2026-08-26T20:45:14,blind,2
45d4f5d85c0f,3,2026-08-26T20:45:30,blind,2
7e084e639614,3,2026-08-26T20:45:36,blind,2
533694213867,3,2026-08-26T20:45:49,blind,2
e6482980b855,1,2026-08-26T20:45:57,blind,2
de041f5740ff,2,2026-08-26T20:46:06,blind,2
917ee7a5f9f7,5,2026-08-26T20:46:20,blind,2
09e1ea737d72,2,2026-08-26T20:46:27,blind,2
3ae865c101b4,1,2026-08-26T20:46:35,blind,2
e0f9767877d9,2,2026-08-26T20:46:49,blind,2
67b72f71bd1e,4,2026-08-26T20:47:01,blind,2
91bfaeda9ccb,2,2026-08-26T20:47:10,blind,2
1f68622d46f8,4,2026-08-26T20:47:20,blind,2
63c657c5c7d5,2,2026-08-26T20:47:28,blind,2
6c01408f673e,2,2026-08-26T20:47:37,blind,2
c75909e20b6a,4,2026-08-26T20:47:52,blind,2
9ce7955cb1e9,3,2026-08-26T20:48:03,blind,2
ffb93432a902,3,2026-08-26T20:48:11,blind,2
1e71b68f91e8,1,2026-08-26T20:48:18,blind,2
ecb1a2e46634,2,2026-08-26T20:48:27,blind,2
ec9feea748cf,1,2026-08-26T20:48:33,blind,2
de1c4e1c8ccc,1,2026-08-26T20:48:44,blind,2
404702c1f406,5,2026-08-26T20:48:53,blind,2
47b96319628a,4,2026-08-26T20:49:01,blind,2
ac931f84bea6,1,2026-08-26T20:49:06,blind,2
c3d8a45af181,2,2026-08-26T20:49:12,blind,2
5adb7f6c7a07,3,2026-08-26T20:49:26,blind,2
d502a5184ae3,3,2026-08-26T20:49:44,blind,2
cf6d0bfa8734,4,2026-08-26T20:49:56,blind,2
8767f6c2f348,3,2026-08-26T20:50:06,blind,2
811ca150210c,3,2026-08-26T20:50:18,blind,2
dcc9af743c5a,3,2026-08-26T20:50:32,blind,2
3104501896a3,4,2026-08-26T20:50:42,blind,2
15f83b6916c6,3,2026-08-26T20:50:51,blind,2
e60fe4a245b6,1,2026-08-26T20:51:08,blind,2
bda919e0b0e2,4,2026-08-26T20:51:14,blind,2
8c32aa40dc8c,4,2026-08-26T20:51:49,blind,2
a9d107bdb47f,4,2026-08-26T20:52:10,blind,2
95c3ed509b65,1,2026-08-26T20:52:18,blind,2
aef91ff89da0,3,2026-08-26T20:52:29,blind,2
46130e09ba8c,1,2026-08-26T20:52:39,blind,2
dc3b4ba83eb6,3,2026-08-26T20:52:46,blind,2
cb709cc64463,1,2026-08-26T20:52:54,blind,2
f6902b29dcb8,2,2026-08-26T20:53:01,blind,2
760ba12bc9bb,2,2026-08-26T20:53:07,blind,2
2561a9e9cf97,3,2026-08-26T20:53:21,blind,2
2cfcbe913d5e,2,2026-08-26T20:53:30,blind,2
6100413b3358,3,2026-08-26T20:53:34,blind,2
7fc8031257e2,1,2026-08-26T20:53:45,blind,2
01fc74ce918c,3,2026-08-26T20:53:54,blind,2
d489969f6896,1,2026-08-26T20:54:01,blind,2
ba395ac49a8a,4,2026-08-26T20:54:15,blind,2
40b6526230db,4,2026-08-26T20:54:41,blind,2
d417470975ad,1,2026-08-26T20:54:48,blind,2
1d7bc26e691a,3,2026-08-26T20:54:56,blind,2
13523aa052fe,3,2026-08-26T20:55:05,blind,2
229d9bce878d,2,2026-08-26T20:55:11,blind,2
f489ef430a45,4,2026-08-26T20:55:22,blind,2
a2a3db30b5b4,1,2026-08-26T20:55:36,blind,2
48a2c8c905ef,2,2026-08-26T20:55:42,blind,2
2be3cf582b4f,3,2026-08-26T20:55:49,blind,2
3eac37eb94cb,3,2026-08-26T20:55:54,blind,2
e3834e017d51,1,2026-08-26T20:56:02,blind,2
ba75fd74a8a8,2,2026-08-26T20:56:08,blind,2
6c4a4b7e6ef8,4,2026-08-26T20:56:16,blind,2
5f13d5cefc8b,3,2026-08-26T20:56:24,blind,2
75c027d3e87b,5,2026-08-26T21:01:57,blind,3
1a2ad4340056,1,2026-08-26T21:02:15,blind,3
e931998f5d23,4,2026-08-26T21:02:28,blind,3
fedeeae3adfe,3,2026-08-26T21:02:40,blind,3
59adcfc54ee6,2,2026-08-26T21:02:52,blind,3
6ef4f50b6452,3,2026-08-26T21:03:04,blind,3
a6a9c4cf208d,4,2026-08-26T21:03:20,blind,3
5c86108aabe9,3,2026-08-26T21:03:35,blind,3
6c82f208bdab,2,2026-08-26T21:03:43,blind,3
ae847fafd5b4,4,2026-08-26T21:04:01,blind,3
96950c7e4fee,5,2026-08-26T21:04:12,blind,3
da3f22802350,2,2026-08-26T21:04:21,blind,3
2400fb5dca4d,4,2026-08-26T21:04:40,blind,3
546af1614e78,1,2026-08-26T21:04:45,blind,3
c420531f1780,3,2026-08-26T21:05:08,blind,3
8cef5063a7a1,4,2026-08-26T21:05:18,blind,3
c9780d69eb7b,1,2026-08-26T21:05:27,blind,3
46e16ea70243,2,2026-08-26T21:05:35,blind,3
3ba87b9ba272,2,2026-08-26T21:05:46,blind,3
5d5ff51e164a,3,2026-08-26T21:05:53,blind,3
7eb9e678e24e,1,2026-08-26T21:06:00,blind,3
01a5eb7a6632,3,2026-08-26T21:06:12,blind,3
cec6120e88d9,3,2026-08-26T21:07:11,blind,3
7748fa539abf,4,2026-08-26T21:07:31,blind,3
1e154f57c35b,5,2026-08-26T21:07:40,blind,3
62a8ec952969,1,2026-08-26T21:07:43,blind,3
210f2088390a,2,2026-08-26T21:07:51,blind,3
47ca9da08c06,2,2026-08-26T21:07:57,blind,3
f7e024ec6ae7,3,2026-08-26T21:08:09,blind,3
18aee121f2cb,4,2026-08-26T21:09:01,blind,3
1e0962cb7430,2,2026-08-26T21:09:16,blind,3
e3e152fd06d1,3,2026-08-26T21:09:23,blind,3
09ab50bbfa21,3,2026-08-26T21:09:31,blind,3
e443a64ce486,3,2026-08-26T21:09:39,blind,3
d621fbd2bc80,3,2026-08-26T21:09:45,blind,3
994cf3f72f59,4,2026-08-26T21:09:55,blind,3
b6e0997ad517,3,2026-08-26T21:10:23,blind,3
53889ff4afec,4,2026-08-26T21:10:35,blind,3
382bea5d8ef3,3,2026-08-26T21:10:45,blind,3
116dc58045ca,2,2026-08-26T21:10:50,blind,3
8410a821b929,1,2026-08-26T21:10:56,blind,3
8922b0724d68,5,2026-08-26T21:11:10,blind,3
420000363f24,2,2026-08-26T21:11:15,blind,3
6666ce4a2e57,2,2026-08-26T21:11:22,blind,3
016049564c11,2,2026-08-26T21:11:28,blind,3
fa36c581aef9,1,2026-08-26T21:11:43,blind,3
bbe87d6431f8,2,2026-08-26T21:11:48,blind,3
67a301aa4677,1,2026-08-26T21:11:53,blind,3
4a4e3de749a1,2,2026-08-26T21:12:04,blind,3
c0a8d1022170,3,2026-08-26T21:12:11,blind,3
fa2ac88c385b,1,2026-08-26T21:12:15,blind,3
efc04ce0ab40,2,2026-08-26T21:12:21,blind,3
a4092092881e,1,2026-08-26T21:12:32,blind,3
d0ba208e2e47,1,2026-08-26T21:12:35,blind,3
4f5a1e05b9a2,2,2026-08-26T21:12:40,blind,3
d460809404dc,3,2026-08-26T21:12:45,blind,3
66402926c400,3,2026-08-26T21:12:52,blind,3
1ca0573d9356,4,2026-08-26T21:13:00,blind,3
7cc425c66ec7,1,2026-08-26T21:13:09,blind,3
c410d276c643,1,2026-08-26T21:13:23,blind,3
dc02f99fbdb4,2,2026-08-26T21:13:29,blind,3
49dffca3465f,2,2026-08-26T21:13:37,blind,3
4327609ed5e3,1,2026-08-26T21:13:44,blind,3
b8c2f6eafe08,4,2026-08-26T21:14:11,blind,3
6b9e4fa5a058,2,2026-08-26T21:14:19,blind,3
cdfce8ccde4c,2,2026-08-26T21:14:28,blind,3
c03efd720fab,2,2026-08-26T21:14:37,blind,3
3344adc63432,1,2026-08-26T21:14:41,blind,3
f6b3ca735c45,1,2026-08-26T21:14:46,blind,3
36ce2c524b55,5,2026-08-26T21:14:54,blind,3
f49f1cbb301f,3,2026-08-26T21:15:00,blind,3
0a98158dcc69,3,2026-08-26T21:15:07,blind,3
119bece6aba3,4,2026-08-26T21:15:20,blind,3
c525da873167,3,2026-08-26T21:15:26,blind,3
1d3a0e2d5323,1,2026-08-26T21:15:35,blind,3
e533bbfde22a,5,2026-08-26T21:15:50,blind,3
f726fc402e4b,4,2026-08-26T21:16:01,blind,3
4359d6a214a2,4,2026-08-26T21:16:12,blind,3
016bb04b7921,3,2026-08-26T21:16:25,blind,3
d846db2966c4,5,2026-08-26T21:16:33,blind,3
cd5380766aa1,2,2026-08-26T21:16:42,blind,3
df0ace53a5f7,1,2026-08-26T21:16:51,blind,3
0b6b9ed65e1a,2,2026-08-26T21:17:00,blind,3
822d704c90e3,1,2026-08-26T21:17:05,blind,3
6625b0b815b7,3,2026-08-26T21:17:13,blind,3
049976f20341,4,2026-08-26T21:17:21,blind,3
f792f30bf059,2,2026-08-26T21:17:32,blind,3
a2e9b77316fc,1,2026-08-26T21:17:42,blind,3
c9588f86443a,3,2026-08-26T21:17:48,blind,3
51e20dff897b,2,2026-08-26T21:17:54,blind,3
6292f45ad574,3,2026-08-26T21:18:07,blind,3
d047e91fb760,4,2026-08-26T21:18:14,blind,3
31e6124a8616,3,2026-08-26T21:18:20,blind,3
7de887cecfe7,4,2026-08-26T21:18:26,blind,3
c439368ad4fa,4,2026-08-26T21:18:33,blind,3
816b2e0341bf,3,2026-08-26T21:18:40,blind,3
abd42c604d27,3,2026-08-26T21:18:47,blind,3
a930b6f1e2f2,3,2026-08-26T21:18:55,blind,3
68b9a6fa02f4,5,2026-08-26T21:19:04,blind,3
59f1fd2656a2,4,2026-08-26T21:19:12,blind,3
2fc26597f33c,3,2026-08-26T21:23:34,blind,4
47052e50a843,2,2026-08-26T21:23:55,blind,4
7672e70236a9,4,2026-08-26T21:24:10,blind,4
19cd108ee113,1,2026-08-26T21:24:16,blind,4
d1fb14562aab,3,2026-08-26T21:24:28,blind,4
f50503b0a394,3,2026-08-26T21:24:35,blind,4
a9141f2c9745,4,2026-08-26T21:24:41,blind,4
e9a1ee2e5b76,1,2026-08-26T21:24:50,blind,4
6a22f42cc7d1,1,2026-08-26T21:24:52,blind,4
0a44b737abf8,3,2026-08-26T21:25:12,blind,4
2ec5f3758794,4,2026-08-26T21:25:21,blind,4
12a88be968b8,3,2026-08-26T21:25:33,blind,4
f6e1f5611320,2,2026-08-26T21:25:40,blind,4
ff4d9b2768b3,1,2026-08-26T21:25:53,blind,4
bece43f26c13,4,2026-08-26T21:26:04,blind,4
59faf495dea3,4,2026-08-26T21:26:20,blind,4
dcfc9ab4b098,4,2026-08-26T21:26:27,blind,4
87ec05f8b67f,3,2026-08-26T21:26:31,blind,4
19cca46955be,2,2026-08-26T21:26:34,blind,4
e114b8180661,4,2026-08-26T21:26:44,blind,4
0a519ba7d78b,2,2026-08-26T21:26:48,blind,4
66301c038de5,1,2026-08-26T21:26:52,blind,4
d4f858a6b79d,1,2026-08-26T21:27:00,blind,4
9fcd467e172b,3,2026-08-26T21:27:08,blind,4
a01dea45e6cb,2,2026-08-26T21:27:15,blind,4
99a240ec8342,2,2026-08-26T21:27:22,blind,4
4ee8a8792af7,1,2026-08-26T21:27:26,blind,4
6ff5eedd7a5e,3,2026-08-26T21:27:35,blind,4
944730ecc47b,5,2026-08-26T21:27:38,blind,4
e900f2ef8f54,3,2026-08-26T21:27:43,blind,4
b1eb637a8805,4,2026-08-26T21:27:55,blind,4
c75711687849,2,2026-08-26T21:28:04,blind,4
54bcdf4c0d1a,4,2026-08-26T21:28:11,blind,4
a6f7095dde5d,5,2026-08-26T21:28:17,blind,4
13b89da156ea,2,2026-08-26T21:28:29,blind,4
3d797edb8f4f,4,2026-08-26T21:28:35,blind,4
25cb97b95097,4,2026-08-26T21:28:51,blind,4
9c762ba55019,4,2026-08-26T21:29:14,blind,4
c32a26e4c397,2,2026-08-26T21:29:19,blind,4
312a3d277dd4,1,2026-08-26T21:29:22,blind,4
3ae34953ad3c,2,2026-08-26T21:29:28,blind,4
65e02a4e1a3e,1,2026-08-26T21:29:38,blind,4
0de813531593,3,2026-08-26T21:29:44,blind,4
c433bf0b0d87,2,2026-08-26T21:29:48,blind,4
456accbd1e72,4,2026-08-26T21:29:55,blind,4
f506d1cdb6e7,3,2026-08-26T21:30:09,blind,4
a3c8746c1a48,1,2026-08-26T21:30:12,blind,4
7470f626e588,3,2026-08-26T21:30:15,blind,4
734c03053d88,4,2026-08-26T21:30:20,blind,4
c2b651890252,2,2026-08-26T21:30:27,blind,4
ff76ffdf492f,2,2026-08-26T21:30:40,blind,4
0401be38c444,2,2026-08-26T21:30:45,blind,4
d797b8b3a4b6,2,2026-08-26T21:30:52,blind,4
81878c65a38b,3,2026-08-26T21:31:02,blind,4
4e0da92b33d7,1,2026-08-26T21:31:07,blind,4
f85fd8e7b446,2,2026-08-26T21:31:14,blind,4
c41a17c5012f,2,2026-08-26T21:31:20,blind,4
d1b8cbf7a5cc,4,2026-08-26T21:31:25,blind,4
d870babc9701,2,2026-08-26T21:31:29,blind,4
7dc829bb1f82,3,2026-08-26T21:31:40,blind,4
c50b26739937,3,2026-08-26T21:31:50,blind,4
bef2da48e47b,2,2026-08-26T21:31:56,blind,4
6e15744a493a,1,2026-08-26T21:32:11,blind,4
9956e42b28f2,1,2026-08-26T21:32:18,blind,4
17c141c91bcf,2,2026-08-26T21:32:24,blind,4
39e18a98874c,4,2026-08-26T21:32:31,blind,4
c1db21f4e453,3,2026-08-26T21:32:38,blind,4
66ee13f20583,1,2026-08-26T21:32:42,blind,4
6a6c2291926a,2,2026-08-26T21:32:46,blind,4
2cd3b4b392a0,3,2026-08-26T21:32:52,blind,4
0ec4c1f073e7,4,2026-08-26T21:33:04,blind,4
0256fe966e88,1,2026-08-26T21:33:23,blind,4
a1df084fab0f,1,2026-08-26T21:33:29,blind,4
6e102bb1b070,5,2026-08-26T21:33:37,blind,4
6a8637e1f0d9,4,2026-08-26T21:33:43,blind,4
424fde676a9d,3,2026-08-26T21:33:49,blind,4
20d4f0a53b17,4,2026-08-26T21:33:57,blind,4
05142a491975,4,2026-08-26T21:34:03,blind,4
e4e8da43a6e8,2,2026-08-26T21:34:10,blind,4
3f0502f46c65,2,2026-08-26T21:34:19,blind,4
d7d07c705af9,1,2026-08-26T21:34:28,blind,4
f8fd9a42a109,3,2026-08-26T21:34:40,blind,4
bdb45fc00d56,3,2026-08-26T21:34:49,blind,4
9ed20680e5e0,2,2026-08-26T21:35:01,blind,4
6ff12c2b5446,4,2026-08-26T21:35:07,blind,4
013468eb2e20,4,2026-08-26T21:35:16,blind,4
52bf7402da5c,3,2026-08-26T21:35:24,blind,4
45bd677b4a4e,2,2026-08-26T21:35:36,blind,4
600ba09fa9c8,1,2026-08-26T21:35:42,blind,4
1f89cc98c96d,2,2026-08-26T21:35:57,blind,4
e9d578e0bb64,3,2026-08-26T21:36:06,blind,4
db04e0462c54,1,2026-08-26T21:36:10,blind,4
4eefaf5af7c2,1,2026-08-26T21:36:17,blind,4
165cc0ca781f,1,2026-08-26T21:36:25,blind,4
28c59974bd9d,2,2026-08-26T21:36:30,blind,4
624b5281a1e7,2,2026-08-26T21:36:39,blind,4
cc7a87b1712b,4,2026-08-26T21:36:44,blind,4
aa6d285fad85,2,2026-08-26T21:36:55,blind,4
ffb566ff3a44,3,2026-08-26T21:37:06,blind,4
c4e8b6c274f0,1,2026-08-26T21:37:12,blind,4
8cdd6ec6c8f7,2,2026-08-27T07:45:11,blind,5
bb66b2670d0e,3,2026-08-27T07:45:58,blind,5
c5bff18d4e87,3,2026-08-27T07:46:16,blind,5
00715357b797,4,2026-08-27T07:46:37,blind,5
59c359998cbb,1,2026-08-27T07:46:43,blind,5
e660aaa84645,3,2026-08-27T07:46:55,blind,5
3ecd079dc5d4,3,2026-08-27T07:47:09,blind,5
4bedd3da9a80,2,2026-08-27T07:47:26,blind,5
de2ce51f4ed0,4,2026-08-27T07:47:53,blind,5
256b2cdd9691,2,2026-08-27T07:48:05,blind,5
ebdb2bbcb74a,1,2026-08-27T07:48:10,blind,5
cdbdfda616b8,5,2026-08-27T07:48:23,blind,5
995022dd45c5,3,2026-08-27T07:48:28,blind,5
424dedb2c024,4,2026-08-27T07:48:38,blind,5
2050ffef0db4,3,2026-08-27T07:48:53,blind,5
12b8568ed002,2,2026-08-27T07:49:07,blind,5
88137595f56e,1,2026-08-27T07:49:15,blind,5
1abc25ea1e18,3,2026-08-27T07:49:20,blind,5
ce0ceb508746,3,2026-08-27T07:49:31,blind,5
f199bf63d999,5,2026-08-27T07:49:43,blind,5
9e8ec150bce1,3,2026-08-27T07:49:52,blind,5
c05d92b81bee,2,2026-08-27T07:50:00,blind,5
09309e9bda91,3,2026-08-27T07:50:13,blind,5
5fba3a424b31,2,2026-08-27T07:50:23,blind,5
574630503c6c,2,2026-08-27T07:50:56,blind,5
c2ede221ac1c,4,2026-08-27T07:51:07,blind,5
2d6114e0e3d1,3,2026-08-27T07:51:14,blind,5
da25c2b1e65e,5,2026-08-27T07:51:36,blind,5
225402738895,3,2026-08-27T07:51:41,blind,5
61fbf32760b4,2,2026-08-27T07:52:01,blind,5
561331b54733,3,2026-08-27T07:52:12,blind,5
5cf2499cdcf1,4,2026-08-27T07:52:16,blind,5
c1dc0aef0bed,2,2026-08-27T07:52:23,blind,5
6a320e8efc6f,3,2026-08-27T07:52:39,blind,5
9743fbd3028e,3,2026-08-27T07:52:52,blind,5
f3b5f635cd50,3,2026-08-27T07:53:13,blind,5
4f0a859bb6eb,2,2026-08-27T07:53:22,blind,5
9377b9ad5c56,5,2026-08-27T07:53:31,blind,5
b93248abb198,2,2026-08-27T07:53:38,blind,5
32229e41c9e2,3,2026-08-27T07:53:52,blind,5
3a608fc54931,3,2026-08-27T07:54:00,blind,5
81b43af164fa,2,2026-08-27T07:54:12,blind,5
99ba3d3c1d42,1,2026-08-27T07:54:15,blind,5
1cbdece47b3d,3,2026-08-27T07:54:22,blind,5
91a4018abd50,5,2026-08-27T07:54:29,blind,5
875ae0e2585d,3,2026-08-27T07:54:36,blind,5
151e1dfbcc5d,2,2026-08-27T07:54:41,blind,5
5a7352d2ecf9,1,2026-08-27T07:55:01,blind,5
fc40b51e353a,3,2026-08-27T07:55:06,blind,5
ac71bad84133,4,2026-08-27T07:55:17,blind,5
2416ff2418ba,4,2026-08-27T07:55:26,blind,5
30588518d5c9,2,2026-08-27T07:55:45,blind,5
8463ac2e0c1e,2,2026-08-27T07:56:09,blind,5
07d373ec4ec2,1,2026-08-27T07:56:17,blind,5
4dde4fc9d042,3,2026-08-27T07:56:23,blind,5
e303db8d9c97,1,2026-08-27T07:56:32,blind,5
b003a64763d0,4,2026-08-27T07:56:51,blind,5
d6a3bc09f31c,2,2026-08-27T07:57:00,blind,5
aec0c733dfc6,2,2026-08-27T07:57:14,blind,5
3206db4d02f6,5,2026-08-27T07:57:19,blind,5
5a9ee6a45a27,1,2026-08-27T07:57:23,blind,5
7bbdcae78da8,3,2026-08-27T07:57:34,blind,5
fe1762f9aa5a,2,2026-08-27T07:57:56,blind,5
e04005bd6d86,4,2026-08-27T07:58:04,blind,5
7df0cc629e5e,3,2026-08-27T07:58:19,blind,5
55c3c4031963,4,2026-08-27T07:58:31,blind,5
8b6e570f8ecb,4,2026-08-27T07:58:43,blind,5
81cb371576da,4,2026-08-27T07:59:29,blind,5
6070ce5c7f37,1,2026-08-27T07:59:36,blind,5
dd0ce24b7bbc,2,2026-08-27T07:59:48,blind,5
a43e2a6865fe,4,2026-08-27T07:59:59,blind,5
8a6f2e5b8c63,3,2026-08-27T08:00:15,blind,5
a1274ff2679b,5,2026-08-27T08:00:28,blind,5
127bdd827e4b,3,2026-08-27T08:00:50,blind,5
d3b38e0117aa,3,2026-08-27T08:01:00,blind,5
3d44acbed0d6,1,2026-08-27T08:01:04,blind,5
1f6b8c7467ac,3,2026-08-27T08:01:12,blind,5
63ea8d63c55b,1,2026-08-27T08:01:22,blind,5
823ef06f87dd,2,2026-08-27T08:01:30,blind,5
bd2daaa166ea,3,2026-08-27T08:01:35,blind,5
25d966a36ff5,2,2026-08-27T08:01:44,blind,5
adcbdc336bd7,2,2026-08-27T08:01:50,blind,5
